,Unnamed: 0,Plant_ID,Date,Humidity (%),TDS Value (ppm),pH Level,Growth Days,Temperature
514,514,12,8/12/2023,51,711,6.0,10,30.2
515,515,12,8/13/2023,59,712,6.1,11,30.1
516,516,12,8/14/2023,64,529,6.8,12,30.1
517,517,12,8/15/2023,53,791,6.8,13,30.1
518,518,12,8/16/2023,78,710,6.6,14,29.8
519,519,12,8/17/2023,70,497,6.3,15,29.6
520,520,12,8/18/2023,59,585,6.6,16,30.9
521,521,12,8/19/2023,62,742,6.7,17,30.8
522,522,12,8/20/2023,70,628,6.7,18,30.9
523,523,12,8/21/2023,58,595,6.5,19,30.2
524,524,12,8/22/2023,54,463,6.1,20,30.5
525,525,12,8/23/2023,72,450,6.7,21,30.8
526,526,12,8/24/2023,71,485,6.0,22,31.3
527,527,12,8/25/2023,73,501,6.2,23,31.4
528,528,12,8/26/2023,72,483,6.6,24,31.4
529,529,12,8/27/2023,73,598,6.5,25,30.1
530,530,12,8/28/2023,63,682,6.5,26,29.4
531,531,12,8/29/2023,66,577,6.1,27,28.7
532,532,12,8/30/2023,72,497,6.6,28,29.1
533,533,12,8/31/2023,78,756,6.1,29,29.2
534,534,12,9/1/2023,75,467,6.4,30,31.7
535,535,12,9/2/2023,60,450,6.1,31,31.7
536,536,12,9/3/2023,74,591,6.2,32,31.7
537,537,12,9/4/2023,73,693,6.5,33,31.7
538,538,12,9/5/2023,75,467,6.7,34,32.0
539,539,12,9/6/2023,55,537,6.0,35,32.1
540,540,12,9/7/2023,69,630,6.4,36,31.5
541,541,12,9/8/2023,58,612,6.8,37,29.8
542,542,12,9/9/2023,58,752,6.2,38,20.1
543,543,12,9/10/2023,73,435,6.3,39,31.1
544,544,12,9/11/2023,60,616,6.5,40,31.2
545,545,12,9/12/2023,64,438,6.0,41,31.2
546,546,12,9/13/2023,56,507,6.4,42,30.4
547,547,12,9/14/2023,51,423,6.5,43,29.1
548,548,12,9/15/2023,71,538,6.4,44,30.6
549,549,12,9/16/2023,72,735,6.0,45,31.5
550,550,13,8/3/2023,59,544,6.8,1,33.4
551,551,13,8/4/2023,52,452,6.2,2,33.5
552,552,13,8/5/2023,71,789,6.2,3,33.4
553,553,13,8/6/2023,63,583,6.5,4,33.4
554,554,13,8/7/2023,77,657,6.5,5,33.4
555,555,13,8/8/2023,67,435,6.3,6,32.3
556,556,13,8/9/2023,72,459,6.1,7,32.3
557,557,13,8/10/2023,54,663,6.6,8,22.7
558,558,13,8/11/2023,73,415,6.3,9,31.9
559,559,13,8/12/2023,73,546,6.8,10,30.2
560,560,13,8/13/2023,77,696,6.1,11,30.1
561,561,13,8/14/2023,56,656,6.6,12,30.1
562,562,13,8/15/2023,73,476,6.3,13,30.1
563,563,13,8/16/2023,75,739,6.7,14,29.8
564,564,13,8/17/2023,71,772,6.3,15,29.6
565,565,13,8/18/2023,51,692,6.7,16,30.9
566,566,13,8/19/2023,52,565,6.3,17,30.8
567,567,13,8/20/2023,65,463,6.4,18,30.9
568,568,13,8/21/2023,63,458,6.2,19,30.2
569,569,13,8/22/2023,66,693,6.2,20,30.5
570,570,13,8/23/2023,68,667,6.5,21,30.8
571,571,13,8/24/2023,55,490,6.8,22,31.3
572,572,13,8/25/2023,52,486,6.7,23,31.4
573,573,13,8/26/2023,73,626,6.5,24,31.4
574,574,13,8/27/2023,53,740,6.7,25,30.1
575,575,13,8/28/2023,60,539,6.1,26,29.4
576,576,13,8/29/2023,57,475,6.5,27,28.7
577,577,13,8/30/2023,75,719,6.4,28,29.1
578,578,13,8/31/2023,59,492,6.7,29,29.2
579,579,13,9/1/2023,77,425,6.8,30,31.7
580,580,13,9/2/2023,77,626,6.2,31,31.7
581,581,13,9/3/2023,56,509,6.5,32,31.7
582,582,13,9/4/2023,69,518,6.0,33,31.7
583,583,13,9/5/2023,71,744,6.2,34,32.0
584,584,13,9/6/2023,64,416,6.6,35,32.1
585,585,13,9/7/2023,52,724,6.8,36,31.5
586,586,13,9/8/2023,62,423,6.8,37,29.8
587,587,13,9/9/2023,78,419,6.4,38,20.1
588,588,13,9/10/2023,50,653,6.6,39,31.1
589,589,13,9/11/2023,71,589,6.7,40,31.2
590,590,13,9/12/2023,51,724,6.3,41,31.2
591,591,13,9/13/2023,65,415,6.1,42,30.4
592,592,13,9/14/2023,66,609,6.2,43,29.1
593,593,13,9/15/2023,57,475,6.1,44,30.6
594,594,13,9/16/2023,69,732,6.5,45,31.5
595,595,14,8/3/2023,56,535,6.2,1,33.4
596,596,14,8/4/2023,76,664,6.0,2,33.5
597,597,14,8/5/2023,59,498,6.3,3,33.4
598,598,14,8/6/2023,63,511,6.6,4,33.4
599,599,14,8/7/2023,53,589,6.3,5,33.4
600,600,14,8/8/2023,51,574,6.7,6,32.3
601,601,14,8/9/2023,61,522,6.3,7,32.3
602,602,14,8/10/2023,68,714,6.6,8,22.7
603,603,14,8/11/2023,76,630,6.7,9,31.9
604,604,14,8/12/2023,78,514,6.7,10,30.2
605,605,14,8/13/2023,75,602,6.0,11,30.1
606,606,14,8/14/2023,75,769,6.5,12,30.1
607,607,14,8/15/2023,69,501,6.1,13,30.1
608,608,14,8/16/2023,52,798,6.6,14,29.8
609,609,14,8/17/2023,80,455,6.3,15,29.6
610,610,14,8/18/2023,57,719,6.1,16,30.9
611,611,14,8/19/2023,65,453,6.4,17,30.8
612,612,14,8/20/2023,63,652,6.6,18,30.9
613,613,14,8/21/2023,66,409,6.4,19,30.2
614,614,14,8/22/2023,56,651,6.5,20,30.5
615,615,14,8/23/2023,55,466,6.0,21,30.8
616,616,14,8/24/2023,66,498,6.2,22,31.3
617,617,14,8/25/2023,65,645,6.3,23,31.4
618,618,14,8/26/2023,58,637,6.2,24,31.4
619,619,14,8/27/2023,55,743,6.4,25,30.1
620,620,14,8/28/2023,65,573,6.2,26,29.4
621,621,14,8/29/2023,66,522,6.5,27,28.7
622,622,14,8/30/2023,77,413,6.4,28,29.1
623,623,14,8/31/2023,73,505,6.0,29,29.2
624,624,14,9/1/2023,54,448,6.5,30,31.7
625,625,14,9/2/2023,51,472,6.4,31,31.7
626,626,14,9/3/2023,63,710,6.3,32,31.7
627,627,14,9/4/2023,67,698,6.4,33,31.7
628,628,14,9/5/2023,75,683,6.7,34,32.0
629,629,14,9/6/2023,66,434,6.3,35,32.1
630,630,14,9/7/2023,57,642,6.4,36,31.5
631,631,14,9/8/2023,56,550,6.4,37,29.8
632,632,14,9/9/2023,64,590,6.4,38,20.1
633,633,14,9/10/2023,69,536,6.0,39,31.1
634,634,14,9/11/2023,73,465,6.4,40,31.2
635,635,14,9/12/2023,53,795,6.4,41,31.2
636,636,14,9/13/2023,76,449,6.3,42,30.4
637,637,14,9/14/2023,61,764,6.4,43,29.1
638,638,14,9/15/2023,57,645,6.1,44,30.6
639,639,14,9/16/2023,75,663,6.5,45,31.5
640,640,15,8/3/2023,61,555,6.1,1,33.4
641,641,15,8/4/2023,57,584,6.3,2,33.5
642,642,15,8/5/2023,56,590,6.7,3,33.4
643,643,15,8/6/2023,63,782,6.7,4,33.4
644,644,15,8/7/2023,73,767,6.4,5,33.4
645,645,15,8/8/2023,61,459,6.0,6,32.3
646,646,15,8/9/2023,71,741,6.2,7,32.3
647,647,15,8/10/2023,58,724,6.5,8,22.7
648,648,15,8/11/2023,79,779,6.5,9,31.9
649,649,15,8/12/2023,54,743,6.1,10,30.2
650,650,15,8/13/2023,77,509,6.0,11,30.1
651,651,15,8/14/2023,55,770,6.1,12,30.1
652,652,15,8/15/2023,57,490,6.5,13,30.1
653,653,15,8/16/2023,58,409,6.3,14,29.8
654,654,15,8/17/2023,59,734,6.5,15,29.6
655,655,15,8/18/2023,58,587,6.5,16,30.9
656,656,15,8/19/2023,80,501,6.5,17,30.8
657,657,15,8/20/2023,53,513,6.5,18,30.9
658,658,15,8/21/2023,69,493,6.0,19,30.2
659,659,15,8/22/2023,80,578,6.3,20,30.5
660,660,15,8/23/2023,74,609,6.4,21,30.8
661,661,15,8/24/2023,60,590,6.2,22,31.3
662,662,15,8/25/2023,55,539,6.8,23,31.4
663,663,15,8/26/2023,63,759,6.1,24,31.4
664,664,15,8/27/2023,52,663,6.6,25,30.1
665,665,15,8/28/2023,53,587,6.6,26,29.4
666,666,15,8/29/2023,54,474,6.5,27,28.7
667,667,15,8/30/2023,75,543,6.1,28,29.1
668,668,15,8/31/2023,78,518,6.6,29,29.2
669,669,15,9/1/2023,51,725,6.2,30,31.7
670,670,15,9/2/2023,73,559,6.6,31,31.7
671,671,15,9/3/2023,65,619,6.7,32,31.7
672,672,15,9/4/2023,72,415,6.8,33,31.7
673,673,15,9/5/2023,73,714,6.5,34,32.0
674,674,15,9/6/2023,75,427,6.3,35,32.1
675,675,15,9/7/2023,52,501,6.0,36,31.5
676,676,15,9/8/2023,73,584,6.6,37,29.8
677,677,15,9/9/2023,50,556,6.0,38,20.1
678,678,15,9/10/2023,53,604,6.8,39,31.1
679,679,15,9/11/2023,62,402,6.8,40,31.2
680,680,15,9/12/2023,61,403,6.6,41,31.2
681,681,15,9/13/2023,75,561,6.1,42,30.4
682,682,15,9/14/2023,68,420,6.6,43,29.1
683,683,15,9/15/2023,60,708,6.0,44,30.6
684,684,15,9/16/2023,57,783,6.7,45,31.5
685,685,16,8/3/2023,50,769,6.7,1,33.4
686,686,16,8/4/2023,64,794,6.1,2,33.5
687,687,16,8/5/2023,71,533,6.8,3,33.4
688,688,16,8/6/2023,56,588,6.0,4,33.4
689,689,16,8/7/2023,68,554,6.6,5,33.4
690,690,16,8/8/2023,70,482,6.1,6,32.3
691,691,16,8/9/2023,58,779,6.3,7,32.3
692,692,16,8/10/2023,80,503,6.1,8,22.7
693,693,16,8/11/2023,68,692,6.5,9,31.9
694,694,16,8/12/2023,68,454,6.4,10,30.2
695,695,16,8/13/2023,62,477,6.6,11,30.1
696,696,16,8/14/2023,67,737,6.4,12,30.1
697,697,16,8/15/2023,67,454,6.7,13,30.1
698,698,16,8/16/2023,71,654,6.2,14,29.8
699,699,16,8/17/2023,64,439,6.1,15,29.6
700,700,16,8/18/2023,58,794,6.5,16,30.9
701,701,16,8/19/2023,66,454,6.7,17,30.8
702,702,16,8/20/2023,69,402,6.5,18,30.9
703,703,16,8/21/2023,64,426,6.6,19,30.2
704,704,16,8/22/2023,80,515,6.8,20,30.5
705,705,16,8/23/2023,79,513,6.8,21,30.8
706,706,16,8/24/2023,54,738,6.8,22,31.3
707,707,16,8/25/2023,68,682,6.2,23,31.4
708,708,16,8/26/2023,67,462,6.0,24,31.4
709,709,16,8/27/2023,51,626,6.1,25,30.1
710,710,16,8/28/2023,50,502,6.8,26,29.4
711,711,16,8/29/2023,65,553,6.4,27,28.7
712,712,16,8/30/2023,70,755,6.5,28,29.1
713,713,16,8/31/2023,64,662,6.4,29,29.2
714,714,16,9/1/2023,50,771,6.0,30,31.7
715,715,16,9/2/2023,67,793,6.5,31,31.7
716,716,16,9/3/2023,62,657,6.4,32,31.7
717,717,16,9/4/2023,62,659,6.8,33,31.7
718,718,16,9/5/2023,53,522,6.1,34,32.0
719,719,16,9/6/2023,65,627,6.2,35,32.1
720,720,16,9/7/2023,55,423,6.4,36,31.5
721,721,16,9/8/2023,69,403,6.7,37,29.8
722,722,16,9/9/2023,76,409,6.6,38,20.1
723,723,16,9/10/2023,54,645,6.3,39,31.1
724,724,16,9/11/2023,65,572,6.5,40,31.2
725,725,16,9/12/2023,80,732,6.6,41,31.2
726,726,16,9/13/2023,68,701,6.7,42,30.4
727,727,16,9/14/2023,75,564,6.1,43,29.1
728,728,16,9/15/2023,52,703,6.5,44,30.6
729,729,16,9/16/2023,79,742,6.4,45,31.5
730,730,16,9/17/2023,65,651,6.0,46,30.9
731,731,17,8/3/2023,58,631,6.6,1,33.4
732,732,17,8/4/2023,66,627,6.2,2,33.5
733,733,17,8/5/2023,77,491,6.4,3,33.4
734,734,17,8/6/2023,62,647,6.1,4,33.4
735,735,17,8/7/2023,61,505,6.6,5,33.4
736,736,17,8/8/2023,55,617,6.0,6,32.3
737,737,17,8/9/2023,71,552,6.5,7,32.3
738,738,17,8/10/2023,67,744,6.3,8,22.7
739,739,17,8/11/2023,58,735,6.1,9,31.9
740,740,17,8/12/2023,58,462,6.0,10,30.2
741,741,17,8/13/2023,51,798,6.5,11,30.1
742,742,17,8/14/2023,55,737,6.6,12,30.1
743,743,17,8/15/2023,73,607,6.2,13,30.1
744,744,17,8/16/2023,58,543,6.2,14,29.8
745,745,17,8/17/2023,58,587,6.3,15,29.6
746,746,17,8/18/2023,79,672,6.7,16,30.9
747,747,17,8/19/2023,52,595,6.8,17,30.8
748,748,17,8/20/2023,80,716,6.7,18,30.9
749,749,17,8/21/2023,57,736,6.3,19,30.2
750,750,17,8/22/2023,58,542,6.6,20,30.5
751,751,17,8/23/2023,58,625,6.8,21,30.8
752,752,17,8/24/2023,65,765,6.5,22,31.3
753,753,17,8/25/2023,75,552,6.1,23,31.4
754,754,17,8/26/2023,70,416,6.6,24,31.4
755,755,17,8/27/2023,66,697,6.6,25,30.1
756,756,17,8/28/2023,73,762,6.5,26,29.4
757,757,17,8/29/2023,69,598,6.1,27,28.7
758,758,17,8/30/2023,80,632,6.5,28,29.1
759,759,17,8/31/2023,50,728,6.3,29,29.2
760,760,17,9/1/2023,73,657,6.3,30,31.7
761,761,17,9/2/2023,65,406,6.1,31,31.7
762,762,17,9/3/2023,53,461,6.3,32,31.7
763,763,17,9/4/2023,68,424,6.6,33,31.7
764,764,17,9/5/2023,58,743,6.1,34,32.0
765,765,17,9/6/2023,67,672,6.6,35,32.1
766,766,17,9/7/2023,73,400,6.8,36,31.5
767,767,17,9/8/2023,78,732,6.5,37,29.8
768,768,17,9/9/2023,62,472,6.1,38,20.1
769,769,17,9/10/2023,68,648,6.0,39,31.1
770,770,17,9/11/2023,72,786,6.3,40,31.2
771,771,17,9/12/2023,61,482,6.6,41,31.2
772,772,17,9/13/2023,60,716,6.3,42,30.4
773,773,17,9/14/2023,57,743,6.6,43,29.1
774,774,17,9/15/2023,75,575,6.3,44,30.6
775,775,17,9/16/2023,61,710,6.6,45,31.5
776,776,18,8/3/2023,78,623,6.2,1,33.4
777,777,18,8/4/2023,73,463,6.4,2,33.5
778,778,18,8/5/2023,61,440,6.3,3,33.4
779,779,18,8/6/2023,55,451,6.5,4,33.4
780,780,18,8/7/2023,51,798,6.6,5,33.4
781,781,18,8/8/2023,58,556,6.5,6,32.3
782,782,18,8/9/2023,67,794,6.0,7,32.3
783,783,18,8/10/2023,53,653,6.0,8,22.7
784,784,18,8/11/2023,76,407,6.7,9,31.9
785,785,18,8/12/2023,52,478,6.8,10,30.2
786,786,18,8/13/2023,54,528,6.5,11,30.1
787,787,18,8/14/2023,67,769,6.4,12,30.1
788,788,18,8/15/2023,52,723,6.1,13,30.1
789,789,18,8/16/2023,69,688,6.0,14,29.8
790,790,18,8/17/2023,62,479,6.1,15,29.6
791,791,18,8/18/2023,50,408,6.0,16,30.9
792,792,18,8/19/2023,80,489,6.2,17,30.8
793,793,18,8/20/2023,60,630,6.2,18,30.9
794,794,18,8/21/2023,57,540,6.4,19,30.2
795,795,18,8/22/2023,69,413,6.1,20,30.5
796,796,18,8/23/2023,74,505,6.3,21,30.8
797,797,18,8/24/2023,73,414,6.6,22,31.3
798,798,18,8/25/2023,64,448,6.4,23,31.4
799,799,18,8/26/2023,55,660,6.6,24,31.4
800,800,18,8/27/2023,69,757,6.8,25,30.1
801,801,18,8/28/2023,66,544,6.1,26,29.4
802,802,18,8/29/2023,59,699,6.8,27,28.7
803,803,18,8/30/2023,70,637,6.4,28,29.1
804,804,18,8/31/2023,73,772,6.6,29,29.2
805,805,18,9/1/2023,78,746,6.2,30,31.7
806,806,18,9/2/2023,67,579,6.3,31,31.7
807,807,18,9/3/2023,64,740,6.1,32,31.7
808,808,18,9/4/2023,68,442,6.6,33,31.7
809,809,18,9/5/2023,60,730,6.5,34,32.0
810,810,18,9/6/2023,73,423,6.2,35,32.1
811,811,18,9/7/2023,75,493,6.2,36,31.5
812,812,18,9/8/2023,75,587,6.1,37,29.8
813,813,18,9/9/2023,77,404,6.4,38,20.1
814,814,18,9/10/2023,61,408,6.5,39,31.1
815,815,18,9/11/2023,70,555,6.3,40,31.2
816,816,18,9/12/2023,78,440,6.5,41,31.2
817,817,18,9/13/2023,59,501,6.0,42,30.4
818,818,18,9/14/2023,76,750,6.6,43,29.1
819,819,18,9/15/2023,51,491,6.5,44,30.6
820,820,18,9/16/2023,78,705,6.8,45,31.5
821,821,19,8/3/2023,51,492,6.3,1,33.4
822,822,19,8/4/2023,74,552,6.5,2,33.5
823,823,19,8/5/2023,72,646,6.1,3,33.4
824,824,19,8/6/2023,80,405,6.8,4,33.4
825,825,19,8/7/2023,65,661,6.3,5,33.4
826,826,19,8/8/2023,63,651,6.5,6,32.3
827,827,19,8/9/2023,72,747,6.1,7,32.3
828,828,19,8/10/2023,75,693,6.5,8,22.7
829,829,19,8/11/2023,59,486,6.7,9,31.9
830,830,19,8/12/2023,79,486,6.8,10,30.2
831,831,19,8/13/2023,59,655,6.6,11,30.1
832,832,19,8/14/2023,71,503,6.5,12,30.1
833,833,19,8/15/2023,71,763,6.3,13,30.1
834,834,19,8/16/2023,72,599,6.7,14,29.8
835,835,19,8/17/2023,75,587,6.1,15,29.6
836,836,19,8/18/2023,63,790,6.7,16,30.9
837,837,19,8/19/2023,73,415,6.5,17,30.8
838,838,19,8/20/2023,57,708,6.2,18,30.9
839,839,19,8/21/2023,64,539,6.3,19,30.2
840,840,19,8/22/2023,77,745,6.2,20,30.5
841,841,19,8/23/2023,69,515,6.2,21,30.8
842,842,19,8/24/2023,69,637,6.7,22,31.3
843,843,19,8/25/2023,67,455,6.7,23,31.4
844,844,19,8/26/2023,78,576,6.5,24,31.4
845,845,19,8/27/2023,68,606,6.0,25,30.1
846,846,19,8/28/2023,80,623,6.4,26,29.4
847,847,19,8/29/2023,76,498,6.2,27,28.7
848,848,19,8/30/2023,75,411,6.6,28,29.1
849,849,19,8/31/2023,72,789,6.1,29,29.2
850,850,19,9/1/2023,50,459,6.4,30,31.7
851,851,19,9/2/2023,60,401,6.5,31,31.7
852,852,19,9/3/2023,53,583,6.1,32,31.7
853,853,19,9/4/2023,76,434,6.8,33,31.7
854,854,19,9/5/2023,76,563,6.6,34,32.0
855,855,19,9/6/2023,52,497,6.1,35,32.1
856,856,19,9/7/2023,61,680,6.2,36,31.5
857,857,19,9/8/2023,53,553,6.6,37,29.8
858,858,19,9/9/2023,68,611,6.2,38,20.1
859,859,19,9/10/2023,64,588,6.2,39,31.1
860,860,19,9/11/2023,53,503,6.4,40,31.2
861,861,19,9/12/2023,67,449,6.0,41,31.2
862,862,19,9/13/2023,52,417,6.6,42,30.4
863,863,19,9/14/2023,51,437,6.1,43,29.1
864,864,19,9/15/2023,73,536,6.5,44,30.6
865,865,19,9/16/2023,70,571,6.3,45,31.5
866,866,20,8/3/2023,56,708,6.1,1,33.4
867,867,20,8/4/2023,73,597,6.7,2,33.5
868,868,20,8/5/2023,60,483,6.7,3,33.4
869,869,20,8/6/2023,66,729,6.7,4,33.4
870,870,20,8/7/2023,72,430,6.0,5,33.4
871,871,20,8/8/2023,76,529,6.2,6,32.3
872,872,20,8/9/2023,69,767,6.3,7,32.3
873,873,20,8/10/2023,57,648,6.4,8,22.7
874,874,20,8/11/2023,50,592,6.6,9,31.9
875,875,20,8/12/2023,60,702,6.7,10,30.2
876,876,20,8/13/2023,72,747,6.5,11,30.1
877,877,20,8/14/2023,75,611,6.4,12,30.1
878,878,20,8/15/2023,72,562,6.0,13,30.1
879,879,20,8/16/2023,54,693,6.0,14,29.8
880,880,20,8/17/2023,79,626,6.2,15,29.6
881,881,20,8/18/2023,61,717,6.4,16,30.9
882,882,20,8/19/2023,66,722,6.1,17,30.8
883,883,20,8/20/2023,57,621,6.7,18,30.9
884,884,20,8/21/2023,61,458,6.7,19,30.2
885,885,20,8/22/2023,69,596,6.0,20,30.5
886,886,20,8/23/2023,66,770,6.1,21,30.8
887,887,20,8/24/2023,77,405,6.4,22,31.3
888,888,20,8/25/2023,76,796,6.8,23,31.4
889,889,20,8/26/2023,77,575,6.1,24,31.4
890,890,20,8/27/2023,74,415,6.6,25,30.1
891,891,20,8/28/2023,60,453,6.3,26,29.4
892,892,20,8/29/2023,53,727,6.4,27,28.7
893,893,20,8/30/2023,50,494,6.2,28,29.1
894,894,20,8/31/2023,52,612,6.8,29,29.2
895,895,20,9/1/2023,75,502,6.5,30,31.7
896,896,20,9/2/2023,68,742,6.5,31,31.7
897,897,20,9/3/2023,54,748,6.4,32,31.7
898,898,20,9/4/2023,68,611,6.2,33,31.7
899,899,20,9/5/2023,71,486,6.7,34,32.0
900,900,20,9/6/2023,68,607,6.2,35,32.1
901,901,20,9/7/2023,71,513,6.4,36,31.5
902,902,20,9/8/2023,51,591,6.6,37,29.8
903,903,20,9/9/2023,55,441,6.5,38,20.1
904,904,20,9/10/2023,74,637,6.2,39,31.1
905,905,20,9/11/2023,74,560,6.2,40,31.2
906,906,20,9/12/2023,51,588,6.6,41,31.2
907,907,20,9/13/2023,72,518,6.1,42,30.4
908,908,20,9/14/2023,51,570,6.3,43,29.1
909,909,20,9/15/2023,70,505,6.8,44,30.6
910,910,20,9/16/2023,57,759,6.6,45,31.5
911,911,21,8/3/2023,54,530,6.1,1,33.4
912,912,21,8/4/2023,65,626,6.7,2,33.5
913,913,21,8/5/2023,80,516,6.5,3,33.4
914,914,21,8/6/2023,63,592,6.0,4,33.4
915,915,21,8/7/2023,52,726,6.4,5,33.4
916,916,21,8/8/2023,63,443,6.2,6,32.3
917,917,21,8/9/2023,72,727,6.4,7,32.3
918,918,21,8/10/2023,60,625,6.1,8,22.7
919,919,21,8/11/2023,78,510,6.5,9,31.9
920,920,21,8/12/2023,67,460,6.6,10,30.2
921,921,21,8/13/2023,77,673,6.1,11,30.1
922,922,21,8/14/2023,75,504,6.5,12,30.1
923,923,21,8/15/2023,76,660,6.2,13,30.1
924,924,21,8/16/2023,54,418,6.8,14,29.8
925,925,21,8/17/2023,71,514,6.7,15,29.6
926,926,21,8/18/2023,53,778,6.4,16,30.9
927,927,21,8/19/2023,75,615,6.3,17,30.8
928,928,21,8/20/2023,63,785,6.4,18,30.9
929,929,21,8/21/2023,74,636,6.7,19,30.2
930,930,21,8/22/2023,53,576,6.4,20,30.5
931,931,21,8/23/2023,76,501,6.7,21,30.8
932,932,21,8/24/2023,59,594,6.1,22,31.3
933,933,21,8/25/2023,60,640,6.8,23,31.4
934,934,21,8/26/2023,73,553,6.6,24,31.4
935,935,21,8/27/2023,59,659,6.7,25,30.1
936,936,21,8/28/2023,68,600,6.1,26,29.4
937,937,21,8/29/2023,80,500,6.5,27,28.7
938,938,21,8/30/2023,55,653,6.2,28,29.1
939,939,21,8/31/2023,76,559,6.7,29,29.2
940,940,21,9/1/2023,60,511,6.6,30,31.7
941,941,21,9/2/2023,66,758,6.2,31,31.7
942,942,21,9/3/2023,50,448,6.3,32,31.7
943,943,21,9/4/2023,69,620,6.1,33,31.7
944,944,21,9/5/2023,59,686,6.1,34,32.0
945,945,21,9/6/2023,62,538,6.2,35,32.1
946,946,21,9/7/2023,72,784,6.1,36,31.5
947,947,21,9/8/2023,64,550,6.2,37,29.8
948,948,21,9/9/2023,70,470,6.4,38,20.1
949,949,21,9/10/2023,70,698,6.2,39,31.1
950,950,21,9/11/2023,77,610,6.4,40,31.2
951,951,21,9/12/2023,50,479,6.4,41,31.2
952,952,21,9/13/2023,63,630,6.3,42,30.4
953,953,21,9/14/2023,50,661,6.2,43,29.1
954,954,21,9/15/2023,76,528,6.4,44,30.6
955,955,21,9/16/2023,67,454,6.4,45,31.5
956,956,22,8/3/2023,70,620,6.2,1,33.4
957,957,22,8/4/2023,63,800,6.5,2,33.5
958,958,22,8/5/2023,50,602,6.0,3,33.4
959,959,22,8/6/2023,50,721,6.0,4,33.4
960,960,22,8/7/2023,65,571,6.3,5,33.4
961,961,22,8/8/2023,77,631,6.8,6,32.3
962,962,22,8/9/2023,70,418,6.0,7,32.3
963,963,22,8/10/2023,50,783,6.1,8,22.7
964,964,22,8/11/2023,74,480,6.7,9,31.9
965,965,22,8/12/2023,75,771,6.4,10,30.2
966,966,22,8/13/2023,64,519,6.7,11,30.1
967,967,22,8/14/2023,75,713,6.8,12,30.1
968,968,22,8/15/2023,52,405,6.3,13,30.1
969,969,22,8/16/2023,72,551,6.1,14,29.8
970,970,22,8/17/2023,65,651,6.7,15,29.6
971,971,22,8/18/2023,56,734,6.6,16,30.9
972,972,22,8/19/2023,67,479,6.7,17,30.8
973,973,22,8/20/2023,76,749,6.7,18,30.9
974,974,22,8/21/2023,55,678,6.0,19,30.2
975,975,22,8/22/2023,52,534,6.2,20,30.5
976,976,22,8/23/2023,64,596,6.6,21,30.8
977,977,22,8/24/2023,51,542,6.3,22,31.3
978,978,22,8/25/2023,68,609,6.1,23,31.4
979,979,22,8/26/2023,58,681,6.3,24,31.4
980,980,22,8/27/2023,72,402,6.1,25,30.1
981,981,22,8/28/2023,73,745,6.4,26,29.4
982,982,22,8/29/2023,57,751,6.4,27,28.7
983,983,22,8/30/2023,66,665,6.5,28,29.1
984,984,22,8/31/2023,58,596,6.5,29,29.2
985,985,22,9/1/2023,77,783,6.2,30,31.7
986,986,22,9/2/2023,59,519,6.2,31,31.7
987,987,22,9/3/2023,75,736,6.3,32,31.7
988,988,22,9/4/2023,59,533,6.7,33,31.7
989,989,22,9/5/2023,73,414,6.6,34,32.0
990,990,22,9/6/2023,67,473,6.7,35,32.1
991,991,22,9/7/2023,67,428,6.0,36,31.5
992,992,22,9/8/2023,71,665,6.4,37,29.8
993,993,22,9/9/2023,62,560,6.8,38,20.1
994,994,22,9/10/2023,50,782,6.8,39,31.1
995,995,22,9/11/2023,72,765,6.2,40,31.2
996,996,22,9/12/2023,65,724,6.3,41,31.2
997,997,22,9/13/2023,52,440,6.3,42,30.4
998,998,22,9/14/2023,60,492,6.7,43,29.1
999,999,22,9/15/2023,60,664,6.6,44,30.6
1000,1000,22,9/16/2023,71,578,6.8,45,31.5
1001,1001,23,8/3/2023,59,745,6.0,1,33.4
1002,1002,23,8/4/2023,56,476,6.5,2,33.5
1003,1003,23,8/5/2023,76,473,6.2,3,33.4
1004,1004,23,8/6/2023,54,633,6.0,4,33.4
1005,1005,23,8/7/2023,61,627,6.4,5,33.4
1006,1006,23,8/8/2023,78,529,6.4,6,32.3
1007,1007,23,8/9/2023,68,514,6.5,7,32.3
1008,1008,23,8/10/2023,80,475,6.2,8,22.7
1009,1009,23,8/11/2023,78,497,6.5,9,31.9
1010,1010,23,8/12/2023,78,761,6.7,10,30.2
1011,1011,23,8/13/2023,55,631,6.4,11,30.1
1012,1012,23,8/14/2023,67,547,6.8,12,30.1
1013,1013,23,8/15/2023,52,607,6.3,13,30.1
1014,1014,23,8/16/2023,50,722,6.5,14,29.8
1015,1015,23,8/17/2023,63,546,6.7,15,29.6
1016,1016,23,8/18/2023,74,612,6.5,16,30.9
1017,1017,23,8/19/2023,71,697,6.7,17,30.8
1018,1018,23,8/20/2023,67,566,6.1,18,30.9
1019,1019,23,8/21/2023,69,791,6.4,19,30.2
1020,1020,23,8/22/2023,67,577,6.3,20,30.5
1021,1021,23,8/23/2023,59,798,6.2,21,30.8
1022,1022,23,8/24/2023,72,737,6.8,22,31.3
1023,1023,23,8/25/2023,51,778,6.0,23,31.4
1024,1024,23,8/26/2023,57,602,6.3,24,31.4
1025,1025,23,8/27/2023,52,720,6.5,25,30.1
1026,1026,23,8/28/2023,75,685,6.1,26,29.4
1027,1027,23,8/29/2023,78,550,6.1,27,28.7
